   0.000000,   0.600000,   0.000000,   0.000000,  -0.000000,  -0.055576,   0.060000
   0.010000,   0.566988,  -0.000000,   0.000000,  -0.000017,  -0.052437,   0.056778
   0.020000,   0.535780,  -0.000000,   0.000000,  -0.000020,  -0.049565,   0.053752
   0.030000,   0.506278,  -0.000000,   0.000000,  -0.000071,  -0.046786,   0.050863
   0.040000,   0.478389,  -0.000000,   0.000000,  -0.000104,  -0.044157,   0.048125
   0.050000,   0.452024,   0.000000,  -0.000000,  -0.000106,  -0.041735,   0.045544
   0.060000,   0.427100,   0.000000,  -0.000000,  -0.000157,  -0.039416,   0.043092
   0.070000,   0.403538,   0.000000,  -0.000000,  -0.000192,  -0.037212,   0.040765
   0.080000,   0.381264,   0.000000,  -0.000000,  -0.000200,  -0.035162,   0.038566
   0.090000,   0.360208,   0.000000,  -0.000000,  -0.000231,  -0.033208,   0.036480
   0.100000,   0.340302,   0.000000,  -0.000000,  -0.000254,  -0.031365,   0.034504
   0.110000,   0.321484,   0.000000,  -0.000000,  -0.000268,  -0.029626,   0.032632
   0.120000,   0.303695,   0.000000,  -0.000000,  -0.000274,  -0.027984,   0.030859
   0.130000,   0.286878,   0.000000,  -0.000000,  -0.000273,  -0.026434,   0.029179
   0.140000,   0.270981,   0.000000,  -0.000000,  -0.000266,  -0.024969,   0.027588
   0.150000,   0.255952,   0.000000,  -0.000000,  -0.000254,  -0.023584,   0.026081
   0.160000,   0.241745,  -0.000000,   0.000000,  -0.000242,  -0.022275,   0.024654
   0.170000,   0.228314,  -0.000000,   0.000000,  -0.000229,  -0.021037,   0.023302
   0.180000,   0.215618,  -0.000000,   0.000000,  -0.000217,  -0.019865,   0.022023
   0.190000,   0.203616,  -0.000000,   0.000000,  -0.000206,  -0.018757,   0.020811
   0.200000,   0.192269,  -0.000000,   0.000000,  -0.000196,  -0.017709,   0.019664
   0.210000,   0.181543,  -0.000000,   0.000000,  -0.000186,  -0.016718,   0.018579
   0.220000,   0.171403,  -0.000000,   0.000000,  -0.000177,  -0.015781,   0.017552
   0.230000,   0.161817,  -0.000000,   0.000000,  -0.000168,  -0.014895,   0.016579
   0.240000,   0.152755,  -0.000000,   0.000000,  -0.000160,  -0.014057,   0.015659
   0.250000,   0.144189,  -0.000000,   0.000000,  -0.000152,  -0.013265,   0.014789
   0.260000,   0.136091,  -0.000000,   0.000000,  -0.000145,  -0.012516,   0.013965
   0.270000,   0.128436,  -0.000000,   0.000000,  -0.000138,  -0.011808,   0.013186
   0.280000,   0.121199,  -0.000000,   0.000000,  -0.000132,  -0.011139,   0.012448
   0.290000,   0.114357,  -0.000000,   0.000000,  -0.000126,  -0.010506,   0.011751
   0.300000,   0.107890,  -0.000000,   0.000000,  -0.000120,  -0.009908,   0.011091
   0.310000,   0.101776,  -0.000000,   0.000000,  -0.000115,  -0.009343,   0.010466
   0.320000,   0.095997,  -0.000000,   0.000000,  -0.000110,  -0.008808,   0.009876
   0.330000,   0.090533,  -0.000000,   0.000000,  -0.000105,  -0.008303,   0.009317
   0.340000,   0.085368,  -0.000000,   0.000000,  -0.000101,  -0.007826,   0.008789
   0.350000,   0.080486,  -0.000000,   0.000000,  -0.000096,  -0.007375,   0.008289
   0.360000,   0.075870,  -0.000000,   0.000000,  -0.000092,  -0.006949,   0.007816
   0.370000,   0.071507,  -0.000000,   0.000000,  -0.000089,  -0.006546,   0.007369
   0.380000,   0.067382,  -0.000000,   0.000000,  -0.000085,  -0.006165,   0.006946
   0.390000,   0.063483,  -0.000000,   0.000000,  -0.000082,  -0.005805,   0.006546
   0.400000,   0.059797,  -0.000000,   0.000000,  -0.000079,  -0.005465,   0.006168
   0.410000,   0.056312,  -0.000000,   0.000000,  -0.000076,  -0.005144,   0.005811
   0.420000,   0.053018,  -0.000000,   0.000000,  -0.000073,  -0.004840,   0.005472
   0.430000,   0.049904,  -0.000000,   0.000000,  -0.000070,  -0.004553,   0.005153
   0.440000,   0.046961,  -0.000000,   0.000000,  -0.000068,  -0.004282,   0.004850
   0.450000,   0.044178,  -0.000000,   0.000000,  -0.000066,  -0.004026,   0.004564
   0.460000,   0.041548,  -0.000000,   0.000000,  -0.000063,  -0.003784,   0.004294
   0.470000,   0.039061,  -0.000000,   0.000000,  -0.000061,  -0.003555,   0.004038
   0.480000,   0.036710,  -0.000000,   0.000000,  -0.000059,  -0.003339,   0.003796
   0.490000,   0.034488,  -0.000000,   0.000000,  -0.000057,  -0.003135,   0.003568
   0.500000,   0.032388,  -0.000000,   0.000000,  -0.000056,  -0.002942,   0.003352
   0.510000,   0.030402,  -0.000000,   0.000000,  -0.000054,  -0.002760,   0.003147
